epoch,train_loss,train_acc,val_loss,val_acc,seed
1,1.379618761214343,49.27777777777778,1.2615872204303742,56.22,1213
2,0.9299601777033372,66.92222222222222,0.830068439245224,70.98,1213
3,0.7364355324005539,74.29333333333334,0.7768177926540375,72.4,1213
4,0.6296903812749819,78.07777777777778,0.682734189927578,77.1,1213
5,0.5547942625866695,80.68888888888888,0.6842317879199982,76.76,1213
6,0.5022433543239128,82.69111111111111,0.5785591989755631,79.68,1213
7,0.4629439847882498,83.91777777777777,0.5127477303147316,83.02,1213
8,0.4220801649869166,85.42444444444445,0.5428974077105522,80.82,1213
9,0.3919086597267199,86.47333333333333,0.4912181466817856,82.8,1213
10,0.3678960060616108,87.47333333333333,0.424669873714447,84.8,1213
11,0.3406086595813659,88.35111111111111,0.4649495929479599,83.56,1213
12,0.3206562078981237,88.86222222222223,0.4304450422525406,85.54,1213
13,0.3002628071064299,89.47555555555556,0.4558600306510925,84.66,1213
14,0.280990888110616,90.40444444444444,0.429153548181057,85.24,1213
15,0.268813870085234,90.78222222222222,0.3688742235302925,86.78,1213
16,0.2523540784393183,91.30444444444444,0.4355885118246078,86.04,1213
17,0.2431251174262301,91.71555555555555,0.4301815569400787,85.6,1213
18,0.2275188537949526,92.14888888888888,0.4104733616113662,86.48,1213
19,0.2134037598205561,92.56,0.3512888364493847,88.52,1213
20,0.2055100946771827,92.93777777777778,0.3292520955204964,89.26,1213
