iteration,loss,grad_norm
0,1.0826489925384521,2.0905284881591797
1,1.0393892526626587,2.0481317043304443
2,0.9978658556938171,2.0066027641296387
3,0.9580096006393433,1.9659239053726196
4,0.919752836227417,1.9260774850845337
5,0.8830310106277466,1.8870463371276855
6,0.8477820754051208,1.8488136529922485
7,0.8139473795890808,1.8113629817962646
8,0.78146892786026,1.7746782302856445
9,0.7502931356430054,1.7387433052062988
10,0.7203670740127563,1.703542947769165
11,0.6916401982307434,1.6690621376037598
12,0.6640645265579224,1.6352858543395996
13,0.6375934481620789,1.6021995544433594
14,0.6121823191642761,1.569789171218872
15,0.5877892374992371,1.5380406379699707
16,0.5643725395202637,1.506940484046936
17,0.541893720626831,1.4764751195907593
18,0.5203139781951904,1.4466315507888794
19,0.4995981454849243,1.4173970222473145
20,0.4797112047672272,1.3887590169906616
21,0.4606192708015442,1.3607052564620972
22,0.44229114055633545,1.333223581314087
23,0.424695760011673,1.3063024282455444
24,0.40780365467071533,1.2799299955368042
25,0.3915867209434509,1.254095196723938
26,0.3760181665420532,1.2287869453430176
27,0.3610711991786957,1.2039943933486938
28,0.34672150015830994,1.1797069311141968
29,0.33294448256492615,1.155914068222046
30,0.3197178840637207,1.1326059103012085
31,0.3070192337036133,1.1097720861434937
32,0.29482734203338623,1.0874032974243164
33,0.28312236070632935,1.0654897689819336
34,0.2718838155269623,1.0440220832824707
35,0.26109418272972107,1.0229911804199219
36,0.25073426961898804,1.0023881196975708
37,0.24078747630119324,0.982204020023346
38,0.23123733699321747,0.9624304175376892
39,0.22206786274909973,0.9430587291717529
40,0.21326370537281036,0.9240807890892029
41,0.20481044054031372,0.9054884910583496
42,0.19669373333454132,0.8872740268707275
43,0.18890045583248138,0.8694294691085815
44,0.18141736090183258,0.8519473671913147
45,0.17423219978809357,0.8348202705383301
46,0.1673329472541809,0.8180409073829651
47,0.16070827841758728,0.8016021251678467
48,0.15434719622135162,0.7854969501495361
49,0.1482391506433487,0.7697185277938843
50,0.1423739492893219,0.7542601823806763
