Seed,Beta1,Beta2,Optimizer,Final_Train_Acc,Final_Test_Acc,Final_Train_Loss,Final_Test_Loss,mean_grad_norm,std_grad_norm,mean_update_mag,final_param_distance,mean_speed,oscillation_index,smoothness
42,0.5,0.999,adam,91.33,88.6,0.3141369268894196,0.3804936354160309,1.2609221414065748,0.41051525831208485,0.0006304610707032875,4.349471569061279,,,
42,0.9,0.999,adam,85.71,83.5,0.654345803451538,0.6503544340133667,1.4447769771513754,0.2857278844016389,0.0001444776977151375,2.467717409133911,,,
42,0.99,0.999,adam,53.07,55.1,1.998186484336853,1.9568487939834596,1.8010450835988463,0.1877059977193542,1.8010450835988478e-05,0.4176384508609772,,,
123,0.5,0.999,adam,91.71,88.95,0.30353310675024986,0.37099981045722963,1.2239154945650845,0.3981318046059256,0.0006119577472825423,4.409104824066162,,,
123,0.9,0.999,adam,85.55,83.4,0.6668286305427551,0.6486536455154419,1.4349520832429368,0.2772017641557279,0.00014349520832429363,2.477121114730835,,,
123,0.99,0.999,adam,51.35,50.9,2.039252963256836,2.001087907791138,1.7638526263964578,0.18319814632986367,1.7638526263964596e-05,0.42067819833755493,,,
456,0.5,0.999,adam,91.24,88.75,0.31170305487513544,0.37864287543296815,1.2453862569367802,0.40516436529275185,0.0006226931284683902,4.396304130554199,,,
456,0.9,0.999,adam,86.11,83.65,0.6407292416095733,0.6317155895233154,1.418536762990395,0.27690632521229486,0.00014185367629903947,2.488555669784546,,,
456,0.99,0.999,adam,55.53,58.35,1.9773250648498535,1.9269117259979247,1.732447144795553,0.17446417300292008,1.7324471447955547e-05,0.4264184236526489,,,
