epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6715184646606445,48.655,1.2471004375457764,72.63,10.0
2,1.1443801085154215,76.50833333333334,0.9972411483764648,83.93,10.62
3,0.9611199164072672,85.93333333333334,0.9300626530647278,85.7,10.71
4,0.860211818377177,90.54833333333333,0.8073112806320191,92.74,10.93
5,0.8047550530751546,92.64333333333333,0.7683229084014893,93.81,11.68
6,0.7732130270640055,93.69666666666667,0.7557763704299927,94.2,13.52
7,0.7550633239746094,94.21,0.7361271384239196,94.71,18.41
8,0.7430699023564656,94.48833333333333,0.7350262673377991,94.86,29.78
9,0.7355637826283773,94.815,0.7253769329071045,95.12,42.84
10,0.7324989625930786,94.99833333333333,0.7233688188552856,95.13,53.14
