epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.4321289699554443,49.68,0.8636899551391601,71.33,17.65
2,0.7035875985781351,77.66666666666667,0.533561489200592,83.56,19.55
3,0.4854794960816701,85.03666666666666,0.4161691495656967,87.63,18.45
4,0.38138953285217286,88.25666666666666,0.3396637701749802,89.62,18.69
5,0.31781621623039247,90.29333333333334,0.26303523275852203,92.48,19.17
6,0.27668173931439716,91.64166666666667,0.23065917532444,93.41,19.89
7,0.24773187289237977,92.44833333333334,0.21728390250205995,93.73,21.44
8,0.23115578835010528,92.99833333333333,0.20887250710725785,93.96,22.7
9,0.220509565671285,93.35166666666667,0.20269381802678108,94.14,23.51
10,0.21721087612311046,93.46333333333334,0.2011951485157013,94.24,26.45
