epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.6433607040405274,50.315,1.2138069175720214,75.62,75.62,Unknown,1
2,1.1083258272171022,79.37666666666667,0.9775405252456664,85.38,85.38,Unknown,2
3,0.9358369823773702,87.315,0.8650068407058715,91.09,91.09,Unknown,3
4,0.853883126227061,90.55833333333334,0.8018293409347534,92.85,92.85,Unknown,4
5,0.8054500764846801,92.32,0.7646194183349609,94.14,94.14,Unknown,5
6,0.7757709372520447,93.33,0.7527300578117371,94.42,94.42,Unknown,6
7,0.7574980003992716,93.94,0.7401307588577271,94.8,94.8,Unknown,7
8,0.7445262517929078,94.41333333333333,0.7356552052497863,94.87,94.87,Unknown,8
9,0.7394326956748962,94.43666666666668,0.726616344833374,95.12,95.12,Unknown,9
10,0.7350403520266215,94.66333333333333,0.7223091779708862,95.28,95.28,Unknown,10
