epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.447797193400065,47.35166666666667,0.9267487692832946,69.31,69.31
2,0.7648421688715616,75.55333333333333,0.5214105378627777,84.15,84.15
3,0.4994934817314148,84.67333333333333,0.3782017749786377,88.81,88.81
4,0.3828721362431844,88.33833333333334,0.3064497031211853,90.68,90.68
5,0.3127820168336233,90.49833333333333,0.27327593619823454,91.46,91.46
6,0.2783650076707204,91.41833333333334,0.23312691308259964,93.0,93.0
7,0.2538486119111379,92.3,0.2109128061413765,93.76,93.76
8,0.23624267626603446,92.81166666666667,0.2060172573685646,93.68,93.68
9,0.22672406860192618,93.13333333333334,0.1981180170893669,93.96,93.96
10,0.2205411060253779,93.34166666666667,0.19749816982746124,94.01,94.01
