epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.447797193400065,47.35166666666667,0.9267487692832946,69.31,10.54,Unknown,1
2,0.7586487671216329,75.92666666666666,0.5210027577877044,84.24,9.8,Unknown,2
3,0.4984078766187032,84.49833333333333,0.3963250898361206,88.28,9.76,Unknown,3
4,0.3794325268427531,88.52166666666666,0.3003396834135055,91.04,9.76,Unknown,4
5,0.3156409831523895,90.28833333333333,0.2455215567111969,92.64,9.75,Unknown,5
6,0.2786385102113088,91.45166666666668,0.2327592766523361,92.84,10.02,Unknown,6
7,0.2521752254287401,92.26,0.215146574640274,93.64,14.56,Unknown,7
8,0.2352226483345031,92.91333333333333,0.2055237300276756,93.69,18.57,Unknown,8
9,0.225369811296463,93.11833333333334,0.1988474512457847,94.01,22.39,Unknown,9
10,0.2185856153408686,93.345,0.1990887357473373,94.0,27.86,Unknown,10
