epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6511951896031698,48.95,1.3185427310943603,68.62,11.35
2,1.2066384316126506,73.91833333333334,1.049292660331726,82.32,11.35
3,0.9735618754386902,85.78333333333333,0.8927354969024658,89.14,11.35
4,0.8741489033381145,89.80333333333333,0.8252325479507446,91.78,11.59
5,0.8150633709589641,92.145,0.7833476249694824,93.45,12.19
6,0.7818615027427673,93.27333333333333,0.7637637075424194,93.97,13.43
7,0.7617814229329427,93.87333333333333,0.7428011660575866,94.68,15.43
8,0.7464505775769552,94.47166666666666,0.7356382552146912,94.77,18.89
9,0.7387956210454305,94.74166666666666,0.7275935955047608,95.4,23.64
10,0.7349019411087037,94.915,0.7264597814559937,95.22,29.81
