epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5759551599502564,42.83833333333333,1.1036481411933898,59.86,10.28
2,0.9397703807830811,69.15833333333333,0.6913920734405518,78.63,10.3
3,0.5941084856669108,81.39333333333333,0.45745514688491823,85.33,21.83
4,0.43946288774808245,86.335,0.3428642611980438,89.7,28.69
5,0.35501797108650207,89.26833333333333,0.30114157062768937,91.14,39.88
6,0.3241081386089325,90.10666666666667,0.3016452395439148,90.97,45.64
7,0.2982018038034439,91.05166666666666,0.2681242259740829,91.86,47.8
8,0.2805208709875743,91.67,0.25477427881360054,92.74,49.08
9,0.27270379910469056,91.80166666666666,0.2426260849535465,92.77,50.51
10,0.2667887945493062,92.06166666666667,0.23787695353627206,92.96,52.54
