epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5845264442443847,41.74,1.1071791482925415,62.55,17.28
2,0.9411008761405945,69.095,0.7046263980865478,77.94,22.49
3,0.6280805956204732,80.02333333333333,0.4665379473209381,85.82,25.59
4,0.47536754806836445,85.11,0.41449696249961854,86.85,27.15
5,0.3937839114665985,87.68666666666667,0.3297897419929504,90.18,30.72
6,0.3636163686831792,88.72666666666667,0.30269631752967835,90.91,32.75
7,0.3244547291914622,89.98333333333333,0.2851588798761368,91.64,34.46
8,0.29938743019898734,90.905,0.2658164539813995,92.09,37.17
9,0.28421888842582704,91.32666666666667,0.2586810596227646,92.35,40.82
10,0.27684666407903036,91.60833333333333,0.25527845973968505,92.61,44.71
