epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.4233111390431723,49.61333333333334,0.8804551032066346,70.41,10.28
2,0.6513146823247273,80.08,0.5092094455718994,83.42,10.34
3,0.4257869982242584,87.02333333333333,0.3379700723171234,89.93,18.77
4,0.34593560032844545,89.37166666666667,0.2814465078830719,91.32,28.9
5,0.2932173543850581,91.09833333333333,0.2371736088991165,92.89,37.06
6,0.26298781550725303,91.96833333333333,0.23302479467391968,93.04,43.58
7,0.23571929709116618,92.88666666666667,0.20780050854682922,93.75,47.63
8,0.22066675550142925,93.36666666666666,0.19726210502386093,94.34,49.87
9,0.2115875343322754,93.69333333333333,0.18724261224269867,94.44,52.26
10,0.20595307064851126,93.77833333333334,0.18458700917959214,94.48,56.15
