epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.7827732735315958,42.06,1.4186966873168945,64.3,64.3
2,1.2448599042892456,72.75833333333334,1.0375833488464354,83.8,83.8
3,0.988941438738505,84.97333333333333,0.948966188621521,86.94,86.94
4,0.9022029960632324,88.565,0.850665957736969,91.03,91.03
5,0.8528101503372192,90.68333333333334,0.8413843005180359,90.63,90.63
6,0.8290971690177917,91.55666666666667,0.8012361787796021,92.58,92.58
7,0.814901400121053,92.02833333333334,0.7915549229621888,93.03,93.03
8,0.8022479245821635,92.51833333333333,0.7840486818313599,93.17,93.17
9,0.7946778162956237,92.82166666666667,0.7819198301315308,93.32,93.32
10,0.7925320281028747,92.81166666666667,0.7800622172355652,93.46,93.46
