epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5612073586146036,42.403333333333336,1.093325556755066,63.1,63.1
2,0.9544109215736389,67.54833333333333,0.6381848479270935,81.56,81.56
3,0.5719508931159973,82.34666666666666,0.432667751789093,86.69,86.69
4,0.41449702048301695,87.28833333333333,0.3218469050884247,90.33,90.33
5,0.3351280015945435,89.785,0.28009739649295806,91.5,91.5
6,0.29187774147987366,91.08666666666667,0.24977946145534516,92.62,92.62
7,0.2700186671257019,91.81,0.2362339152097702,92.78,92.78
8,0.25722150791486104,92.16166666666666,0.2269122088432312,93.17,93.17
9,0.24963038296699525,92.51166666666667,0.21919567959308625,93.33,93.33
10,0.24370961719353992,92.73166666666667,0.21938883086442948,93.42,93.42
