epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6437013170878092,50.6,1.2183038206100465,75.15,16.3
2,1.112305366007487,79.07,0.9898686285018921,85.73,19.95
3,0.9394988384882609,87.05,0.853396976184845,90.99,21.21
4,0.8544134950637817,90.525,0.8139611983299255,92.72,24.68
5,0.8020862679799398,92.61333333333333,0.7674629878997803,94.05,25.38
6,0.771612248357137,93.46833333333333,0.7404946120262146,94.56,24.63
7,0.7509257966677347,94.10166666666667,0.7291798603057862,94.87,24.47
8,0.7390871512095133,94.44166666666666,0.7245630447387695,94.94,25.14
9,0.7321024092992147,94.76333333333334,0.7186225944519044,95.25,27.31
10,0.7282626461346944,94.92,0.7175729923248291,95.33,31.61
