epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.623282312520345,40.038333333333334,1.1666145572662354,60.41,11.61
2,0.9567526838938395,68.65,0.72527955493927,77.12,18.4
3,0.6385561343193055,79.83,0.5567875951766967,82.45,20.04
4,0.4792601167281469,85.16,0.3908670499563217,88.43,22.89
5,0.38451806502342223,88.265,0.3522220892190933,89.11,26.78
6,0.347949703836441,89.535,0.2967835432529449,91.45,31.26
7,0.32506059419314065,90.16833333333334,0.28642241230010984,91.28,34.14
8,0.2993377101103465,91.08666666666667,0.2595290080308914,92.66,35.67
9,0.28334038625558217,91.535,0.25599648525714874,92.58,36.58
10,0.27692455077966055,91.685,0.2523218095421791,92.81,37.99
