epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.597437817955017,41.73833333333334,1.103214379310608,60.52,60.52
2,0.9653303528785706,67.225,0.7303982650756836,76.29,76.29
3,0.6619238582928976,78.83333333333333,0.4985057197570801,84.42,84.42
4,0.47560742462476097,85.55,0.36836323499679563,89.39,89.39
5,0.37049903847376503,88.95,0.31511845021247864,90.7,90.7
6,0.3200211325486501,90.41,0.2799856689453125,91.65,91.65
7,0.28643489071528117,91.44833333333334,0.25640700953006745,92.56,92.56
8,0.261720650434494,92.18666666666667,0.24176331865787506,92.74,92.74
9,0.24921718219121297,92.63833333333334,0.22617795981168748,93.16,93.16
10,0.24312469816207885,92.72,0.22257194790840149,93.33,93.33
