epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5691695076624552,42.708333333333336,1.1171848466873169,59.52,8.92
2,0.9189586279551188,70.30666666666667,0.6887334148883819,77.46,8.92
3,0.6047709664503733,81.07666666666667,0.4724293190956116,85.52,8.92
4,0.47642439060211184,85.135,0.40036993675231936,87.88,8.92
5,0.4040470928033193,87.585,0.346316508436203,89.67,10.09
6,0.3689768089135488,88.76333333333334,0.3343637986421585,90.05,19.5
7,0.34569986580212914,89.51333333333334,0.30552324130535125,90.97,25.82
8,0.3291557371934255,89.91666666666667,0.29975746037960055,91.14,29.67
9,0.3178349384943644,90.43,0.2958754679679871,91.39,33.79
10,0.31115588615735373,90.60166666666667,0.28773633971214296,91.6,37.55
