epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.440835324637095,48.00833333333333,0.9468874289512634,67.37,8.92
2,0.7779908256530762,75.29833333333333,0.5376038315773011,83.61,8.92
3,0.4928837692101796,84.805,0.3677899915456772,89.11,8.92
4,0.3804690042654673,88.22166666666666,0.3204544167518616,90.41,9.01
5,0.3231030921459198,90.04833333333333,0.26392285513877867,92.07,13.03
6,0.2880547767400742,91.03,0.25077961442470553,92.33,23.14
7,0.25692951238950096,92.05,0.22985589203834533,92.92,36.05
8,0.24081947529315947,92.56666666666666,0.20718674997091294,93.79,46.56
9,0.22996359260082244,93.00333333333333,0.20734170755147935,93.78,55.53
10,0.2234043133576711,93.26833333333333,0.20088099136352539,94.09,62.62
