epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.4575033469518026,47.72666666666667,0.8719755470275878,70.6,9.97
2,0.7223444685777028,76.23333333333333,0.5311919164180756,82.45,11.2
3,0.4877642736752828,84.755,0.38766955518722535,87.26,11.75
4,0.37243893376986187,88.58333333333333,0.30074307556152347,90.91,14.97
5,0.2968532833178838,90.97833333333334,0.27028025133609773,91.77,19.76
6,0.25498322354952496,92.275,0.22041086741685867,93.44,26.15
7,0.22857677411238353,93.06,0.2074214697599411,93.74,35.06
8,0.21203152381579082,93.585,0.20148222844600677,94.0,43.17
9,0.1999952384630839,94.04166666666667,0.18856096410751344,94.46,49.83
10,0.197208176724116,94.13166666666666,0.18400174618959428,94.63,56.5
