epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6433607040405274,50.315,1.2138069175720214,75.62,9.58
2,1.108721765422821,79.23333333333333,0.9755557638168335,85.39,9.58
3,0.9400902134259542,87.09166666666667,0.8743754405975341,90.72,9.58
4,0.8579882006963094,90.40333333333334,0.8011619846343994,92.68,9.99
5,0.808914417775472,92.25666666666666,0.7689699198722839,94.03,11.72
6,0.7776924009323121,93.29666666666667,0.7508634485244751,94.48,15.63
7,0.7589851918538412,93.87833333333333,0.7414843881607056,94.65,21.62
8,0.7472562838236491,94.28166666666667,0.736770426273346,94.65,30.85
9,0.739065105342865,94.53,0.7273470236778259,94.99,41.78
10,0.736081834602356,94.6,0.7233353810310363,95.25,47.96
