epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5750698002497354,42.76,1.1771870380401612,56.3,56.3
2,0.9618728543599446,68.27666666666667,0.7228071227073669,76.73,76.73
3,0.6685304606278737,79.09333333333333,0.5124750765800477,84.56,84.56
4,0.49539163263638814,84.69833333333334,0.40351386799812317,88.03,88.03
5,0.4020977152268092,87.72833333333334,0.341662474155426,90.08,90.08
6,0.358996284755071,89.09833333333333,0.3233927509665489,90.6,90.6
7,0.3321813969930013,90.08666666666667,0.3061262392759323,91.16,91.16
8,0.3132249550739924,90.74333333333334,0.27377121782302855,92.14,92.14
9,0.302575412495931,90.95166666666667,0.2689051305294037,92.19,92.19
10,0.29570048660437265,91.12333333333333,0.2662410532951355,92.4,92.4
