epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.777714471944173,42.03833333333333,1.4337040355682371,61.55,61.55,Unknown,1
2,1.271548506418864,71.19666666666667,1.1104828445434571,79.33,79.33,Unknown,2
3,1.0181590112368266,84.17,0.928874487876892,88.56,88.56,Unknown,3
4,0.9162950661023458,88.26166666666667,0.8552838005065918,91.37,91.37,Unknown,4
5,0.8620144582430521,90.485,0.8271503534317016,92.04,92.04,Unknown,5
6,0.8357678587913513,91.48,0.8062041145324707,92.93,92.93,Unknown,6
7,0.8190063426335653,92.10333333333334,0.7952423742294311,93.19,93.19,Unknown,7
8,0.8064933256785075,92.43166666666669,0.7940094264984131,93.17,93.17,Unknown,8
9,0.7988658665021261,92.76333333333334,0.7788298727989197,93.86,93.86,Unknown,9
10,0.7951272301038106,92.88666666666668,0.7762169249534607,93.99,93.99,Unknown,10
