epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.7479046058654786,43.69166666666667,1.365469116592407,67.79,67.79,Unknown,1
2,1.2327312152862548,73.13,1.0646066556930542,82.34,82.34,Unknown,2
3,1.0140304158528646,83.80166666666666,0.9164521388053894,88.7,88.7,Unknown,3
4,0.9135048642794292,88.02666666666667,0.8564218901634216,91.27,91.27,Unknown,4
5,0.8551577784538269,90.74666666666668,0.8158839975357056,92.52,92.52,Unknown,5
6,0.830928643321991,91.61333333333332,0.8006278333663941,93.04,93.04,Unknown,6
7,0.8128008644421896,92.19,0.7908603400230407,93.29,93.29,Unknown,7
8,0.7999791136423747,92.69833333333334,0.7808464768409729,93.29,93.29,Unknown,8
9,0.7917219340324402,92.91666666666669,0.774665438747406,93.74,93.74,Unknown,9
10,0.7881657066663106,93.09166666666668,0.7748796199798584,93.77,93.77,Unknown,10
