epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.5691695076624552,42.708333333333336,1.1171848466873169,59.52,59.52
2,0.9219283445676167,70.17833333333333,0.6972333179473877,76.88,76.88
3,0.6020350338459015,81.30166666666666,0.4862882450580597,84.85,84.85
4,0.4739462282816569,85.25666666666666,0.39625936596393585,87.89,87.89
5,0.4015353340625763,87.57,0.34263243205547333,89.85,89.85
6,0.36798169242540996,88.71666666666667,0.33008500661849977,90.05,90.05
7,0.3467850399494171,89.505,0.30703044240474703,90.77,90.77
8,0.3276885794798533,90.045,0.29816281530857086,91.12,91.12
9,0.31568463497956595,90.38166666666666,0.2976947573184967,91.14,91.14
10,0.31099814324378966,90.58,0.28815580677986147,91.49,91.49
