iteration,loss,grad_norm,x,y
0,3389.439640083676,1000.0,-2.6184089183807373,1.0454312562942505
1,3039.22896156171,1000.0000610351562,-2.5684237480163574,1.0954413414001465
2,2713.449869833006,999.9999389648438,-2.5184621810913086,1.1454695463180542
3,2411.197858448351,999.9999389648438,-2.4685328006744385,1.19552481174469
4,2131.5684631821073,1000.0,-2.418642997741699,1.2456170320510864
5,1873.6617512271891,1000.0000610351562,-2.3687992095947266,1.2957572937011719
6,1636.58730910222,1000.0,-2.319007396697998,1.345957636833191
7,1419.4633865390133,1000.0,-2.2692723274230957,1.3962314128875732
8,1221.4200637309557,1000.0,-2.219597578048706,1.446592926979065
9,1041.602100139822,1000.0000610351562,-2.169985771179199,1.4970579147338867
10,879.1711039111581,1000.0,-2.120438575744629,1.5476431846618652
11,733.3059501226908,1000.0,-2.070956230163574,1.5983668565750122
12,603.2058325500548,1000.0000610351562,-2.021538019180298,1.6492482423782349
13,488.0907554830157,1000.0000610351562,-1.9721819162368774,1.700307846069336
14,387.2031116790699,999.9999389648438,-1.9228848218917847,1.7515676021575928
15,299.8085729296529,1000.0,-1.8736424446105957,1.8030502796173096
16,225.1968185314333,1000.0,-1.8244495391845703,1.8547799587249756
17,162.68161522415002,923.7698974609375,-1.7752995491027832,1.906781554222107
18,111.60142686237835,738.9276733398438,-1.7261849641799927,1.959080696105957
19,71.31928789861408,565.8137817382812,-1.6770973205566406,2.0117032527923584
20,41.22240472939173,404.09075927734375,-1.628027081489563,2.0646746158599854
21,20.721662856849655,253.429443359375,-1.5789635181427002,2.1180176734924316
22,9.25072859544863,113.51502227783203,-1.5298941135406494,2.171745777130127
23,6.263616787100018,16.041391372680664,-1.4808003902435303,2.2258222103118896
24,9.346825843607393,107.69261169433594,-1.4419643878936768,2.2632079124450684
25,14.442865572154487,171.45396423339844,-1.4124642610549927,2.2887027263641357
26,19.28408007454349,213.31297302246094,-1.3912699222564697,2.3039512634277344
27,22.700930052067044,237.56150817871094,-1.3774628639221191,2.3103034496307373
28,24.228418214886776,247.24777221679688,-1.37022864818573,2.308924674987793
29,23.852437115366723,244.5182647705078,-1.368844985961914,2.3008315563201904
30,21.84526755550816,230.861083984375,-1.3726710081100464,2.2869129180908203
31,18.658974922303827,207.28167724609375,-1.381137490272522,2.2679455280303955
32,14.856470782864083,174.4308319091797,-1.393738031387329,2.2446064949035645
33,11.067064198543425,132.69766235351562,-1.4100215435028076,2.217482805252075
34,7.958129357761962,82.27727508544922,-1.4295845031738281,2.187073230743408
35,6.217625454660242,23.23284149169922,-1.4520610570907593,2.1537606716156006
36,6.549472955441127,44.83884811401367,-1.4770554304122925,2.117375612258911
37,8.301074682454855,95.62088775634766,-1.4945905208587646,2.0896449089050293
38,10.139834464428604,129.47042846679688,-1.5054776668548584,2.069932699203491
39,11.316487975555205,147.28369140625,-1.5104132890701294,2.0574216842651367
40,11.53423789163503,150.3372039794922,-1.5100127458572388,2.0513575077056885
41,10.829101184611131,140.1345977783203,-1.5048227310180664,2.05106782913208
42,9.468742720875706,118.30299377441406,-1.4953299760818481,2.0559542179107666
43,7.869700270860359,86.5169677734375,-1.4819673299789429,2.0654778480529785
44,6.531651496515824,46.455814361572266,-1.4651180505752563,2.0791287422180176
45,5.984899179410806,1.6180338859558105,-1.4451099634170532,2.0963029861450195
46,6.324257065989349,35.4350471496582,-1.4263094663619995,2.1004858016967773
47,6.798372616825353,54.57367706298828,-1.4141178131103516,2.098238468170166
48,6.971278934015857,60.218017578125,-1.4078881740570068,2.090470552444458
49,6.7566078910813125,54.09784698486328,-1.4070132970809937,2.0778136253356934
50,6.30295194269351,37.417518615722656,-1.4109373092651367,2.060767889022827
51,5.918287650104161,11.020779609680176,-1.4191428422927856,2.039663791656494
52,6.025124244581701,25.242984771728516,-1.4309812784194946,2.0137288570404053
53,6.4288866346511275,47.25975036621094,-1.4368317127227783,1.9944326877593994
54,6.653551619920892,56.02317428588867,-1.4373526573181152,1.9815514087677002
55,6.548061741423742,52.73530960083008,-1.4330978393554688,1.9745168685913086
56,6.199041325183898,38.80184555053711,-1.4245522022247314,1.9727284908294678
57,5.853005706388999,15.775923728942871,-1.4121373891830444,1.9755312204360962
58,5.846251465272996,14.763405799865723,-1.3961715698242188,1.98163902759552
59,6.0414725382093195,30.301481246948242,-1.386204719543457,1.9805126190185547
60,6.08807991805066,33.4399528503418,-1.381752848625183,1.9736872911453247
61,5.937012270697058,25.655231475830078,-1.3822697401046753,1.961836338043213
62,5.7426471942031,8.017892837524414,-1.3872257471084595,1.9453238248825073
63,5.804663953305655,19.63982582092285,-1.395864486694336,1.9230413436889648
64,6.008838086435929,34.49833679199219,-1.3989474773406982,1.90666663646698
65,6.056776414132731,37.6347770690918,-1.3970909118652344,1.8961197137832642
66,5.904772275679755,30.232328414916992,-1.3908040523529053,1.8908815383911133
67,5.6910624239284155,13.703499794006348,-1.3805235624313354,1.89029860496521
68,5.665770733140424,10.530294418334961,-1.3665781021118164,1.893046259880066
69,5.753424103590067,21.02328872680664,-1.358206868171692,1.8885761499404907
70,5.727255183737403,20.234838485717773,-1.355021357536316,1.878642201423645
71,5.609357222818023,9.441078186035156,-1.356492280960083,1.8637992143630981
72,5.591711185251541,11.150263786315918,-1.3619465827941895,1.8435320854187012
73,5.656029606137722,20.501455307006836,-1.3622080087661743,1.8280420303344727
74,5.6275533394171156,19.578441619873047,-1.3578861951828003,1.817792296409607
75,5.527611024356474,9.599693298339844,-1.34944748878479,1.8122292757034302
76,5.5091221029142305,8.103133201599121,-1.3372249603271484,1.80973482131958
77,5.524916952006061,13.279885292053223,-1.330169677734375,1.8002101182937622
78,5.467364371358597,8.245795249938965,-1.327947735786438,1.785359501838684
79,5.429723669628257,6.642544269561768,-1.3298906087875366,1.7649574279785156
80,5.432163118047028,11.879569053649902,-1.327035903930664,1.7479602098464966
81,5.3868595582466146,8.332233428955078,-1.319969654083252,1.7355372905731201
82,5.348182620329052,3.289916515350342,-1.3090816736221313,1.7264715433120728
83,5.316288234415949,3.314161539077759,-1.3021214008331299,1.7083752155303955
84,5.285693119163366,6.760320663452148,-1.2987034320831299,1.6825616359710693
85,5.253379212428533,7.960488319396973,-1.291146993637085,1.6607165336608887
86,5.200310445928954,2.3330535888671875,-1.2799255847930908,1.6429526805877686
87,5.172805353449122,6.765805721282959,-1.2657551765441895,1.6219247579574585
88,5.121270862422742,5.342343807220459,-1.256527066230774,1.595993995666504
89,5.0695298635192945,5.080049514770508,-1.2515326738357544,1.5651917457580566
90,5.034157039650219,7.851698398590088,-1.2427363395690918,1.5378432273864746
91,4.975695039943564,4.143872261047363,-1.2306171655654907,1.515067458152771
92,4.936185482654485,4.95955753326416,-1.215492606163025,1.4940890073776245
93,4.886833385177082,4.535598278045654,-1.2049133777618408,1.467687726020813
94,4.832528038248887,4.207942962646484,-1.1982976198196411,1.4363123178482056
95,4.790356376505116,6.465390205383301,-1.1882706880569458,1.4077119827270508
96,4.732159642977073,3.4046759605407715,-1.1752547025680542,1.383289098739624
97,4.687048634161744,4.1058573722839355,-1.1595872640609741,1.35988450050354
98,4.631315942176603,3.1378142833709717,-1.1480528116226196,1.3311344385147095
99,4.578971578176898,5.2542643547058105,-1.1397500038146973,1.296928882598877
100,4.534789320292347,7.375480651855469,-1.1284685134887695,1.2667995691299438
101,4.471651187105662,4.669184684753418,-1.1146053075790405,1.2413673400878906
102,4.418386133264981,2.7307662963867188,-1.0984089374542236,1.2187765836715698
103,4.363060293284914,2.603147268295288,-1.085363745689392,1.189980387687683
104,4.305561639448038,4.10196590423584,-1.0749844312667847,1.1557033061981201
105,4.253330071499903,5.598343849182129,-1.0620843172073364,1.124649167060852
106,4.1904048614572496,3.492672920227051,-1.0469954013824463,1.0976645946502686
107,4.134396903749463,2.4476583003997803,-1.0299758911132812,1.072510004043579
108,4.073304123518163,2.0674495697021484,-1.0156089067459106,1.0417691469192505
109,4.011476381092679,3.930114507675171,-1.0028661489486694,1.0059294700622559
110,3.9535284662099626,5.179173469543457,-0.9881281852722168,0.973439633846283
111,3.8875763180082807,3.6212751865386963,-0.9716759324073792,0.9449927806854248
112,3.8257074716918056,1.8963873386383057,-0.9537219405174255,0.9189011454582214
113,3.7619284306163996,2.0281853675842285,-0.9369199872016907,0.8879528641700745
114,3.6937540338928234,2.682685613632202,-0.9216163158416748,0.8527600765228271
115,3.62894920468864,3.76533579826355,-0.9049797058105469,0.8191117644309998
116,3.5614937926774703,3.2011919021606445,-0.8871186971664429,0.7886433601379395
117,3.494582623750585,1.9640798568725586,-0.8682359457015991,0.760373592376709
118,3.4280527602696376,1.9373754262924194,-0.8491592407226562,0.7303788661956787
119,3.357156242638878,2.01669979095459,-0.8311845660209656,0.6971282362937927
120,3.2872810518601328,2.9089810848236084,-0.8129377365112305,0.6631868481636047
121,3.218570782613408,3.2529826164245605,-0.7940052151679993,0.6315216422080994
122,3.149554743059957,2.779208183288574,-0.7745007276535034,0.6025007367134094
123,3.0818915048018085,2.112863302230835,-0.7545875906944275,0.5751590728759766
124,3.0149689802738266,1.9584845304489136,-0.7346941232681274,0.5473946928977966
125,2.9464783890928063,2.0480377674102783,-0.715335488319397,0.5181099772453308
126,2.878410963920118,2.47430682182312,-0.6961835622787476,0.4883759915828705
127,2.812370199314945,2.8989038467407227,-0.6769199967384338,0.4599800109863281
128,2.7476437848815616,2.9722344875335693,-0.6575468182563782,0.43371811509132385
129,2.6840329948341344,2.7208704948425293,-0.6381356120109558,0.4095509648323059
130,2.622061876043337,2.3792455196380615,-0.6187744736671448,0.3869205117225647
131,2.561680693952583,2.1844778060913086,-0.5995997786521912,0.3649616241455078
132,2.5020889412634286,2.1638755798339844,-0.5807780623435974,0.34298616647720337
