path,experiment,rows,status,nan_cells,inf_cells,max_abs_numeric,has_axis,has_loss_like
results_smoke_kaggle_fixcheck\experiments\ablation_comprehensive\ablation_adaptive_lr.csv,ablation_comprehensive,6,has_nan,6,0,456.0,True,True
results_smoke_kaggle_fixcheck\experiments\ablation_comprehensive\ablation_momentum.csv,ablation_comprehensive,6,has_nan,6,0,456.0,True,True
results_smoke_kaggle_fixcheck\experiments\ablation_comprehensive\ablation_sam.csv,ablation_comprehensive,6,ok,0,0,44.0,False,True
results_smoke_kaggle_fixcheck\experiments\ablation_comprehensive\ablation_weight_decay.csv,ablation_comprehensive,6,has_nan,6,0,456.0,True,True
results_smoke_kaggle_fixcheck\experiments\beta_sensitivity_training\adam_beta1_beta2_grid_mnist.csv,beta_sensitivity_training,27,has_nan,81,0,456.0,False,True
results_smoke_kaggle_fixcheck\experiments\beta_sensitivity_training\adam_beta2_sensitivity_mnist.csv,beta_sensitivity_training,9,has_nan,27,0,456.0,False,True
results_smoke_kaggle_fixcheck\experiments\beta_sensitivity_training\adam_beta_sensitivity_mnist.csv,beta_sensitivity_training,9,has_nan,27,0,456.0,False,True
results_smoke_kaggle_fixcheck\experiments\beta_sensitivity_training\momentum_beta_sensitivity_mnist.csv,beta_sensitivity_training,12,has_nan,36,0,456.0,False,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_Adam_seed123.csv,highdim,128,ok,0,0,127.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_Adam_seed42.csv,highdim,125,ok,0,0,124.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_Adam_seed456.csv,highdim,129,ok,0,0,128.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SAM_SGD_seed123.csv,highdim,159,ok,0,0,158.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SAM_SGD_seed42.csv,highdim,153,ok,0,0,152.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SAM_SGD_seed456.csv,highdim,153,ok,0,0,152.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SGD_seed123.csv,highdim,358,ok,0,0,357.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SGD_seed42.csv,highdim,355,ok,0,0,354.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim100_SGD_seed456.csv,highdim,350,ok,0,0,349.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_Adam_seed123.csv,highdim,134,ok,0,0,133.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_Adam_seed42.csv,highdim,131,ok,0,0,130.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_Adam_seed456.csv,highdim,136,ok,0,0,135.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SAM_SGD_seed123.csv,highdim,173,ok,0,0,172.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SAM_SGD_seed42.csv,highdim,169,ok,0,0,168.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SAM_SGD_seed456.csv,highdim,173,ok,0,0,172.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SGD_seed123.csv,highdim,373,ok,0,0,372.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SGD_seed42.csv,highdim,370,ok,0,0,369.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\HighDim_Dim200_SGD_seed456.csv,highdim,371,ok,0,0,370.0,True,True
results_smoke_kaggle_fixcheck\experiments\highdim\highdim_results.csv,highdim,18,ok,0,0,456.0,True,True
