epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.34998792001780343,0.27260437631607054,88.6,,
2,0.1878135938644409,0.27514724906285604,89.53333333333333,,
3,0.09502598015350454,0.29065724182128905,90.13333333333334,,
4,0.039748732289847204,0.3303920103708903,90.53333333333333,,
5,0.03396224904410979,0.3390842835108439,90.46666666666667,,
6,0.029517968957038485,0.3982463262875875,90.0,,
7,0.01666900967675097,0.41691470543543496,90.2,,
8,0.011499227398677784,0.4547837780316671,90.86666666666666,,
9,0.007987395909998347,0.4463153738975525,90.2,,
10,0.007518516864394769,0.4333447936375936,91.06666666666666,,
11,0.0022186078069019407,0.4664460498491923,91.26666666666667,,
12,0.0013095878938569085,0.5039120496114095,90.93333333333334,,
13,0.0004675717140712282,0.5298478223482768,90.8,,
14,0.0005363278885933515,0.5316146639188131,90.93333333333334,,
15,0.00027476015016573535,0.5420321796735128,90.66666666666667,90.2,0.5104271063804626
