epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.3415088388639338,0.2697608788808187,88.8,,
2,0.18194306990679573,0.2508307908376058,89.93333333333334,,
3,0.08644977783455568,0.28714096887906393,89.93333333333334,,
4,0.05412227676019949,0.3424156398375829,90.06666666666666,,
5,0.03280176515526631,0.43293297402064007,89.06666666666666,,
6,0.01593594289943576,0.49629827070236204,89.06666666666666,,
7,0.019659119035829516,0.429285195906957,89.73333333333333,,
8,0.011627370490528205,0.4784406615893046,89.8,,
9,0.003355009659727597,0.521937151114146,90.13333333333334,,
10,0.003916073861990727,0.598234323422114,89.86666666666666,,
11,0.0038675776965477887,0.5795929196675619,89.4,,
12,0.0016597396165461225,0.5785142557621002,89.66666666666667,,
13,0.0016057910316842883,0.5647722568511963,90.26666666666667,,
14,0.0012442698771791424,0.5928383858998617,89.66666666666667,,
15,0.0013784238309051623,0.5832006465593974,89.66666666666667,89.4,0.580344064696692
