epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.34226296112116644,0.27161641454696656,88.66666666666667,,
2,0.18900291329972885,0.251832790851593,89.6,,
3,0.089352263573338,0.28515490992863973,90.0,,
4,0.039984434982652174,0.3914464685122172,89.26666666666667,,
5,0.02217709533957874,0.4201358403364817,90.06666666666666,,
6,0.01688422767045524,0.4556395548184713,89.86666666666666,,
7,0.00825659233506988,0.48127761936187746,90.33333333333333,,
8,0.005588146214099491,0.4839724855422974,90.13333333333334,,
9,0.0035295546156189897,0.4998585041364034,90.0,,
10,0.0032780766775009824,0.5031366442044576,90.06666666666666,,
11,0.0026478511767105803,0.5097472408612569,90.06666666666666,89.35,0.5334604125022888
