epoch,loss,val_acc,lr
1,0.3431293459088316,94.5,0.0009755282581475
2,0.1396698646988914,96.4,0.0009045084971874
3,0.0945260939651756,96.88333333333334,0.0007938926261462
4,0.0704952192435403,97.08333333333331,0.0006545084971874
5,0.0521913508507224,97.6,0.0005
6,0.0397130571288096,97.7,0.0003454915028125
7,0.0304686078107673,97.66666666666669,0.0002061073738537
8,0.0237262177681638,97.85,9.549150281252634e-05
9,0.0198167063973367,98.01666666666668,2.4471741852423235e-05
10,0.0176998115016668,97.96666666666668,0.0
