epoch,loss,val_acc,lr
1,0.3361465590012864,94.71666666666668,0.0009755282581475
2,0.1416703169874105,96.55,0.0009045084971874
3,0.0950251490239636,96.7,0.0007938926261462
4,0.0698889483635918,97.08333333333331,0.0006545084971874
5,0.0527996466521579,97.51666666666668,0.0005
6,0.0387716392370744,97.46666666666668,0.0003454915028125
7,0.0306120521843574,97.55,0.0002061073738537
8,0.0233655812332441,97.9,9.549150281252634e-05
9,0.0195291874173287,97.76666666666668,2.4471741852423235e-05
10,0.0173386091888348,97.83333333333331,0.0
