epoch,loss,val_acc,lr
1,1.402226979698615,84.75,0.0009755282581475
2,0.4602217228279859,88.96666666666667,0.0009045084971874
3,0.3526185106892156,90.08333333333331,0.0007938926261462
4,0.311839250379829,90.81666666666666,0.0006545084971874
5,0.2886688967381043,91.41666666666669,0.0005
6,0.2733656216712924,91.71666666666668,0.0003454915028125
7,0.2629481305796388,91.81666666666666,0.0002061073738537
8,0.2567712350867653,91.98333333333332,9.549150281252634e-05
9,0.2532960308530319,92.16666666666669,2.4471741852423235e-05
10,0.2518495799558705,92.11666666666666,0.0
