epoch,loss,val_acc,lr
1,0.3511181108265127,94.55,0.0009755282581475
2,0.1478725965730669,96.23333333333332,0.0009045084971874
3,0.1013472072815443,97.06666666666666,0.0007938926261462
4,0.0730304089021732,97.43333333333334,0.0006545084971874
5,0.0551490327012305,97.91666666666669,0.0005
6,0.0411711415249448,98.0,0.0003454915028125
7,0.032255433397191,97.96666666666668,0.0002061073738537
8,0.0254947760553977,98.1,9.549150281252634e-05
9,0.0211782333533769,98.16666666666669,2.4471741852423235e-05
10,0.0188746477451872,98.21666666666668,0.0
