epoch,loss,val_acc,lr
1,1.36753155969048,85.35,0.0009755282581475
2,0.4476780356459708,89.18333333333334,0.0009045084971874
3,0.3500885986745075,90.71666666666668,0.0007938926261462
4,0.3138243693734797,91.73333333333332,0.0006545084971874
5,0.2921867646382883,92.2,0.0005
6,0.2777645051373407,92.41666666666669,0.0003454915028125
7,0.2679654304379535,92.6,0.0002061073738537
8,0.2619741648011863,92.71666666666668,9.549150281252634e-05
9,0.2585313933508656,92.91666666666669,2.4471741852423235e-05
10,0.2569907573515205,92.9,0.0
