epoch,loss,val_acc,lr
1,1.3716142699475538,84.56666666666666,0.0009755282581475
2,0.4511231292409919,88.51666666666667,0.0009045084971874
3,0.3495737057161557,90.03333333333333,0.0007938926261462
4,0.3113707048350601,90.36666666666666,0.0006545084971874
5,0.2888451821360543,90.95,0.0005
6,0.2738947905776625,91.51666666666668,0.0003454915028125
7,0.2639066242917454,91.73333333333332,0.0002061073738537
8,0.2577392561493609,91.83333333333331,9.549150281252634e-05
9,0.2542590139813332,91.96666666666668,2.4471741852423235e-05
10,0.2527827526049874,91.96666666666668,0.0
