epoch,loss,val_acc,lr
1,0.3469317269410002,94.96666666666668,0.0009755282581475
2,0.1359832427371734,97.01666666666668,0.0009045084971874
3,0.0932394315254702,97.46666666666668,0.0007938926261462
4,0.0688235801092891,97.45,0.0006545084971874
5,0.052718924863873,97.61666666666666,0.0005
6,0.0401253814365432,97.81666666666666,0.0003454915028125
7,0.0307374575663075,97.93333333333334,0.0002061073738537
8,0.0244814407023031,98.01666666666668,9.549150281252634e-05
9,0.0201839373068513,98.01666666666668,2.4471741852423235e-05
10,0.0181733242142835,98.0,0.0
