epoch,loss,val_acc,lr
1,0.3353841400471344,94.28333333333332,0.0009755282581475
2,0.1387449670318178,95.95,0.0009045084971874
3,0.0955836606957901,96.53333333333332,0.0007938926261462
4,0.0700181749455136,96.95,0.0006545084971874
5,0.0514893871952748,97.06666666666666,0.0005
6,0.0387898396658689,97.4,0.0003454915028125
7,0.0296418055399846,97.4,0.0002061073738537
8,0.0229830575860833,97.5,9.549150281252634e-05
9,0.0188816522294434,97.55,2.4471741852423235e-05
10,0.0167099294193106,97.53333333333332,0.0
