epoch,loss,val_acc,lr
1,1.309010928982242,85.55,0.0009755282581475
2,0.4335734891171139,89.6,0.0009045084971874
3,0.343249859579649,90.31666666666666,0.0007938926261462
4,0.3066531828300083,91.31666666666666,0.0006545084971874
5,0.2840100514274355,91.75,0.0005
6,0.2692253829037409,91.96666666666668,0.0003454915028125
7,0.2589107708767127,92.26666666666668,0.0002061073738537
8,0.2528932886418855,92.31666666666666,9.549150281252634e-05
9,0.249402207044346,92.35,2.4471741852423235e-05
10,0.2479192623206507,92.35,0.0
