epoch,loss,val_acc,lr
1,0.3415286837772453,95.06666666666666,0.0009755282581475
2,0.1393536624379491,96.45,0.0009045084971874
3,0.094623827896306,97.05,0.0007938926261462
4,0.0698780710411686,97.36666666666666,0.0006545084971874
5,0.0527205807509968,97.4,0.0005
6,0.0405489188515232,97.41666666666669,0.0003454915028125
7,0.0304426341725875,97.85,0.0002061073738537
8,0.0242128126589157,97.66666666666669,9.549150281252634e-05
9,0.0201178065267219,97.83333333333331,2.4471741852423235e-05
10,0.0179308010750754,97.96666666666668,0.0
