epoch,loss,val_acc,lr
1,1.335380812321229,86.03333333333333,0.0009755282581475
2,0.4240591274618537,89.16666666666667,0.0009045084971874
3,0.3358616099750261,90.43333333333334,0.0007938926261462
4,0.2999755966861101,91.45,0.0006545084971874
5,0.277898305188423,91.76666666666668,0.0005
6,0.2632182150090475,92.18333333333334,0.0003454915028125
7,0.2535095448777856,92.18333333333334,0.0002061073738537
8,0.2473045296048948,92.43333333333334,9.549150281252634e-05
9,0.2439206199658708,92.43333333333334,2.4471741852423235e-05
10,0.2424651231281283,92.4,0.0
