epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.8124038963155316,31.148888888888887,1.535032606124878,42.46,False,128,128,,
2,1.3883667439222336,48.68888888888889,1.2943453073501587,52.24,False,128,128,,
3,1.155996962365779,58.19777777777778,1.2808252573013306,56.34,False,128,128,,
4,0.9909700507467444,64.40666666666667,0.9823147535324096,65.62,False,128,128,,
5,0.8737990375269543,68.70444444444445,0.9175014317035676,68.28,False,128,128,,
6,0.7707004113630815,72.80888888888889,0.8449412524700165,70.2,False,128,128,,
7,0.6872628361664035,75.81777777777778,0.7553591132164001,73.0,False,128,128,,
8,0.6248408210548487,78.33111111111111,0.7924375593662262,72.46,False,128,128,,
9,0.5713624017821117,80.03555555555556,0.7029162466526031,75.38,False,128,128,,
10,0.5353829919953238,81.46222222222222,0.6809988796710968,76.78,False,128,128,,
11,0.4994742357256738,82.71555555555555,0.5756040453910828,79.78,False,128,128,,
12,0.4670268617231737,83.80222222222223,0.6329939007759094,77.92,False,128,128,,
13,0.4360692414709113,84.76,0.5719596296548843,80.36,False,128,128,,
14,0.4087688292969357,85.71111111111111,0.6017057478427887,79.3,False,128,128,,
15,0.3849780127744783,86.47111111111111,0.5109611600637436,81.74,False,128,128,,
16,0.3592763260345567,87.36888888888889,0.4800023853778839,83.68,False,128,128,,
17,0.3455764298242601,87.88444444444444,0.5100151360034942,82.3,False,128,128,,
18,0.322367508387701,88.66,0.4821844488382339,83.6,False,128,128,,
19,0.3098460787229917,89.22,0.5034708440303802,83.42,False,128,128,,
20,0.2913673426955938,89.64888888888889,0.4516786694526672,84.7,False,128,128,,
21,0.2758187319744717,90.34444444444443,0.4164341270923614,86.2,False,128,128,,
22,0.2637477549300952,90.83777777777776,0.434796404838562,84.96,False,128,128,,
23,0.240704830143262,91.63777777777776,0.4467833667993545,85.56,False,128,128,,
24,0.2347767000848596,91.67777777777778,0.4407559633255005,85.36,False,128,128,,
25,0.2180925236845558,92.32888888888888,0.4671021342277527,85.14,False,128,128,,
26,0.2089475180361081,92.69111111111113,0.4021808356046676,86.54,False,128,128,,
27,0.1900788152759725,93.33333333333331,0.3772218883037567,87.62,False,128,128,,
28,0.1852049747989936,93.50666666666666,0.4496062576770782,85.68,False,128,128,,
29,0.1745131429369476,93.8711111111111,0.3894524812698364,87.6,False,128,128,,
30,0.1621457121165638,94.30444444444444,0.4136053502559662,86.5,False,128,128,,
31,0.1548567079430954,94.57111111111112,0.4005627483129501,87.0,False,128,128,,
32,0.1438236119733615,94.92444444444445,0.387888154387474,87.8,False,128,128,,
33,0.1356785237281159,95.21555555555555,0.3963214963674545,87.7,False,128,128,,
34,0.1249474308199503,95.68,0.3791679322719574,88.42,False,128,128,,
35,0.1189111792059107,95.90444444444444,0.383775994181633,88.12,False,128,128,,
36,0.1092669778630476,96.33333333333331,0.3977836191654205,88.56,False,128,128,,
37,0.1066147299610417,96.34666666666666,0.3914278954267501,87.6,False,128,128,,
38,0.1001497470900755,96.51333333333334,0.3787578910589218,88.56,False,128,128,,
39,0.0949867024848407,96.80666666666669,0.3865919739007949,88.88,False,128,128,,
40,0.0867051531518386,97.04666666666668,0.3886746764183044,88.52,False,128,128,,
41,0.086340793239122,97.08222222222224,0.3797306150197982,88.72,False,128,128,,
42,0.081172969022935,97.25555555555556,0.3700788110494614,88.26,False,128,128,,
43,0.0804268730253997,97.35777777777778,0.3767910540103912,89.02,False,128,128,,
44,0.07346706060608,97.63333333333334,0.3794458329677582,88.54,False,128,128,,
45,0.0731737607222219,97.61111111111111,0.3771773725748062,88.72,False,128,128,,
46,0.069755623857914,97.69777777777776,0.3794081926345825,88.86,False,128,128,,
47,0.0682655907320705,97.80666666666669,0.3774286895990372,88.92,False,128,128,,
48,0.0677685178710486,97.91333333333333,0.3822047084569931,88.54,False,128,128,,
49,0.0666469144105741,97.87333333333332,0.3732900321483612,89.24,False,128,128,,
50,0.0669278506697578,98.02222222222224,0.3652104645967483,89.46,False,128,128,88.56,0.4274290800094604
