epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.7817270762541078,32.153333333333336,1.6733044624328612,40.32,False,128,128,,
2,1.3866524750536138,48.568888888888885,1.2899229764938354,53.06,False,128,128,,
3,1.140664877539331,58.96222222222222,1.1448525547981263,59.3,False,128,128,,
4,0.9745826809243724,65.21555555555555,1.0886179685592652,61.88,False,128,128,,
5,0.870900118892843,69.16222222222223,0.8879952430725098,69.04,False,128,128,,
6,0.7626742453060367,73.19777777777777,0.8916496217250824,68.16,False,128,128,,
7,0.6852191222662275,75.78666666666666,0.7226181328296661,74.6,False,128,128,,
8,0.6260259027846835,78.22444444444444,0.7848102390766144,72.14,False,128,128,,
9,0.5810824715617028,79.92666666666666,0.751277643442154,73.9,False,128,128,,
10,0.5269390207461335,81.69555555555556,0.6047906458377839,78.5,False,128,128,,
11,0.4949595399878241,82.7311111111111,0.5660488963127136,80.48,False,128,128,,
12,0.4609771299768578,83.88444444444444,0.5721137702465058,80.66,False,128,128,,
13,0.4410717340016907,84.66444444444444,0.6233820736408233,79.34,False,128,128,,
14,0.4109442513436079,85.66444444444444,0.5426257580518723,81.56,False,128,128,,
15,0.3815022099085829,86.62444444444445,0.4916344821453094,82.84,False,128,128,,
16,0.3604779021645134,87.26222222222222,0.5089855343103409,82.64,False,128,128,,
17,0.344053068367595,87.92444444444445,0.4776870369911193,84.06,False,128,128,,
18,0.3260609990155155,88.6288888888889,0.4604084461927414,84.5,False,128,128,,
19,0.3073260623284362,89.14888888888889,0.4896721512079239,83.32,False,128,128,,
20,0.288040587847883,89.88444444444444,0.4618290871381759,84.32,False,128,128,,
21,0.2717318550937555,90.39333333333332,0.4580588907003403,84.04,False,128,128,,
22,0.2568385580723936,91.02,0.4250502437353134,85.7,False,128,128,,
23,0.2432647682726383,91.58444444444444,0.4410648971796035,85.34,False,128,128,,
24,0.2302651522173122,91.82888888888888,0.4249062150716781,85.88,False,128,128,,
25,0.2128628157925876,92.42666666666666,0.443804132938385,85.4,False,128,128,,
26,0.2065819077701731,92.77555555555556,0.4267715394496917,85.86,False,128,128,,
27,0.1908736601048572,93.34222222222222,0.4547593593597412,85.74,False,128,128,,
28,0.1835824660956859,93.49777777777778,0.4342237740755081,85.9,False,128,128,,
29,0.1746357692066918,93.8711111111111,0.4573393940925598,85.6,False,128,128,,
30,0.1568675210106779,94.55111111111113,0.4343332260847091,86.76,False,128,128,,
31,0.1485305797647346,94.83111111111111,0.4026429057121277,87.2,False,128,128,,
32,0.1455189687707885,94.79777777777778,0.395851668715477,87.36,False,128,128,,
33,0.1335194491442631,95.28222222222222,0.400563433766365,87.72,False,128,128,,
34,0.1266940197145397,95.7088888888889,0.3997184306383133,87.54,False,128,128,,
35,0.1170508830638771,95.98666666666666,0.4086109548807144,87.56,False,128,128,,
36,0.1124506086449731,96.17333333333332,0.3968755483627319,88.36,False,128,128,,
37,0.1020471325398168,96.50444444444445,0.3842894434928894,88.28,False,128,128,,
38,0.0967054832091724,96.74,0.4000633865594863,88.3,False,128,128,,
39,0.0942568036261946,96.76444444444444,0.3987173348665237,88.06,False,128,128,,
40,0.0877083499111573,97.05333333333331,0.3941025286912918,88.26,False,128,128,,
41,0.0854746887502683,97.16444444444444,0.3912522614002228,88.36,False,128,128,,
42,0.078501116103408,97.44,0.3860804766416549,88.7,False,128,128,,
43,0.0781500523020936,97.31111111111112,0.4003296822309494,88.62,False,128,128,,
44,0.0738154562105509,97.60666666666668,0.3943207651376724,88.54,False,128,128,,
45,0.0719875073780051,97.67111111111112,0.3916319102048874,88.34,False,128,128,,
46,0.0714384473817931,97.72,0.3898476719856262,88.74,False,128,128,,
47,0.0683877063195475,97.9,0.3960332572460174,88.72,False,128,128,,
48,0.0681371546921913,97.79777777777778,0.3904315680265426,88.62,False,128,128,,
49,0.0633563578488643,98.03111111111112,0.3918975919485092,88.46,False,128,128,,
50,0.063577861059457,98.02444444444444,0.4047567099332809,88.42,False,128,128,88.7,0.4379526570439339
