epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,2.043116769330068,24.177777777777777,1.889365351200104,28.92,False,128,128,,
2,1.7922419675371863,32.30888888888889,1.7436641335487366,33.94,False,128,128,,
3,1.6779963408004157,36.55111111111111,1.6689486026763916,36.66,False,128,128,,
4,1.5894361477006564,39.61555555555555,1.5540258049964906,42.02,False,128,128,,
5,1.51741712404923,42.78,1.524477446079254,44.4,False,128,128,,
6,1.449471845545552,45.91111111111111,1.444628632068634,46.82,False,128,128,,
7,1.3981828797947278,47.72,1.3928109765052796,48.62,False,128,128,,
8,1.3435120101679454,50.32,1.363002061843872,50.3,False,128,128,,
9,1.2884594669396228,52.78888888888889,1.3566843032836915,51.32,False,128,128,,
10,1.2383134026419034,54.66444444444444,1.2751175045967102,54.08,False,128,128,,
11,1.1945999535647305,56.62888888888889,1.299527847766876,54.3,False,128,128,,
12,1.1495027284730563,57.973333333333336,1.1611530303955078,58.92,False,128,128,,
13,1.107784871689298,59.922222222222224,1.2218914031982422,57.22,False,128,128,,
14,1.0775313055650757,61.23111111111111,1.1300664782524108,59.56,False,128,128,,
15,1.038838216188279,62.36666666666667,1.11556316614151,60.24,False,128,128,,
16,1.0100630457428368,63.66444444444444,1.0778967261314392,62.2,False,128,128,,
17,0.9863770820877767,64.36222222222223,1.0989638566970823,61.02,False,128,128,,
18,0.9569808058440684,65.73555555555555,1.0249739468097687,63.6,False,128,128,,
19,0.9319278377700936,66.53333333333333,1.0891072034835816,61.34,False,128,128,,
20,0.9054332206195052,67.36,1.0177509248256684,63.56,False,128,128,,
21,0.8849542814899575,68.40666666666667,0.9275216698646546,66.5,False,128,128,,
22,0.861829009923068,69.10222222222222,0.9763889014720916,65.66,False,128,128,,
23,0.8437166915021159,69.55555555555556,0.9274169325828552,66.98,False,128,128,,
24,0.8270896849307147,70.30444444444444,0.8926085829734802,67.58,False,128,128,,
25,0.8065216984938491,71.26666666666667,0.8613537728786469,68.68,False,128,128,,
26,0.7931433357298374,71.88666666666667,0.8756214678287506,68.74,False,128,128,,
27,0.778525223447518,72.50888888888889,0.9198668897151948,67.48,False,128,128,,
28,0.7596725492992185,73.0911111111111,0.8906543493270874,68.0,False,128,128,,
29,0.7393947650085796,73.8488888888889,0.8229077935218811,70.54,False,128,128,,
30,0.7245045819065787,74.22666666666667,0.7727240920066833,72.52,False,128,128,,
31,0.7138059186664495,74.81111111111112,0.8043230056762696,71.52,False,128,128,,
32,0.7000471922484311,75.14666666666666,0.8117331326007843,71.8,False,128,128,,
33,0.6791175356642767,76.10222222222222,0.8709602177143096,68.56,False,128,128,,
34,0.673253398727287,76.26444444444445,0.783018296957016,72.96,False,128,128,,
35,0.6564832505854693,76.69555555555556,0.7548590540885926,73.24,False,128,128,,
36,0.6453199069947004,77.2311111111111,0.7305405735969543,74.26,False,128,128,,
37,0.6311964843083512,77.7311111111111,0.7783664107322693,73.0,False,128,128,,
38,0.6188977860252965,78.14888888888889,0.7205625891685485,75.38,False,128,128,,
39,0.6103402115404606,78.67777777777778,0.7521532833576202,73.32,False,128,128,,
40,0.5963075286285444,79.0111111111111,0.690102732181549,75.88,False,128,128,,
41,0.5868859409608624,79.18222222222222,0.7055225133895874,75.12,False,128,128,,
42,0.572789385237477,79.89777777777778,0.7460132122039795,73.66,False,128,128,,
43,0.5626732632517815,80.12666666666667,0.7182348966598511,74.9,False,128,128,,
44,0.5544623036614873,80.44888888888889,0.6711481511592865,76.48,False,128,128,,
45,0.5454562441869215,80.76222222222222,0.6780903220176697,75.8,False,128,128,,
46,0.5384508224034851,81.07555555555555,0.6721673309803009,76.28,False,128,128,,
47,0.5278680810535495,81.48222222222222,0.6563474476337433,77.58,False,128,128,,
48,0.5193051065910946,81.86666666666666,0.6829973876476287,76.3,False,128,128,,
49,0.5074564479291439,82.22444444444444,0.6379186928272247,77.08,False,128,128,,
50,0.5030507130379026,82.33111111111111,0.7235965132713318,75.64,False,128,128,77.51,0.6680814653635025
