epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.141780081208547,1.141780081208547,0.5435660795211792,87.27,87.27,SAM_rho_0.01,1
2,0.4689567316850026,0.4689567316850026,0.3878776547431946,89.52,89.52,SAM_rho_0.01,2
3,0.3783292642752329,0.3783292642752329,0.3370063716888428,90.55,90.55,SAM_rho_0.01,3
4,0.3385275033950806,0.3385275033950806,0.3088402702331543,91.28,91.28,SAM_rho_0.01,4
5,0.3135127439419428,0.3135127439419428,0.2899485589981079,91.85,91.85,SAM_rho_0.01,5
6,0.2949291882832845,0.2949291882832845,0.2755174920082092,92.1,92.1,SAM_rho_0.01,6
7,0.2800185559431712,0.2800185559431712,0.2627489387989044,92.4,92.4,SAM_rho_0.01,7
8,0.2671470886707306,0.2671470886707306,0.2522708530426025,92.86,92.86,SAM_rho_0.01,8
9,0.2557145628452301,0.2557145628452301,0.2426631996154785,93.17,93.17,SAM_rho_0.01,9
10,0.2452399362564087,0.2452399362564087,0.2339527287006378,93.26,93.26,SAM_rho_0.01,10
