epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.152745660495758,1.152745660495758,0.5457424577713013,87.06,87.06,SAM_rho_0.05,1
2,0.4696422658125559,0.4696422658125559,0.3876049626350403,89.54,89.54,SAM_rho_0.05,2
3,0.377759643904368,0.377759643904368,0.3371698843955993,90.58,90.58,SAM_rho_0.05,3
4,0.3372552925109863,0.3372552925109863,0.3077233596801758,91.47,91.47,SAM_rho_0.05,4
5,0.3118175515333811,0.3118175515333811,0.2892232319831848,91.73,91.73,SAM_rho_0.05,5
6,0.2926054455757141,0.2926054455757141,0.2734321213245392,92.19,92.19,SAM_rho_0.05,6
7,0.2769198257605235,0.2769198257605235,0.2595051252365112,92.77,92.77,SAM_rho_0.05,7
8,0.263540025361379,0.263540025361379,0.249393966960907,92.98,92.98,SAM_rho_0.05,8
9,0.2516006235758463,0.2516006235758463,0.2383290275096893,93.34,93.34,SAM_rho_0.05,9
10,0.2409199076493581,0.2409199076493581,0.2291118907928467,93.53,93.53,SAM_rho_0.05,10
