epoch,train_loss,loss,test_loss,test_acc,val_acc
1,1.1416397936503093,1.1416397936503093,0.5452444741249084,86.99,86.99
2,0.4705933868408203,0.4705933868408203,0.3904684230804443,89.58,89.58
3,0.3786506151040395,0.3786506151040395,0.33778216962814334,90.52,90.52
4,0.33850682690938316,0.33850682690938316,0.3097748383522034,91.25,91.25
5,0.3129747952858607,0.3129747952858607,0.28984539670944215,91.72,91.72
6,0.2938770915985107,0.2938770915985107,0.27436587114334104,92.08,92.08
7,0.2783224851290385,0.2783224851290385,0.26114041757583617,92.54,92.54
8,0.2647513253529867,0.2647513253529867,0.2507202500343323,92.98,92.98
9,0.25281946558952334,0.25281946558952334,0.23936223917007446,93.11,93.11
10,0.24207617004315057,0.24207617004315057,0.2308209963798523,93.48,93.48
