epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.2402745889504752,1.2402745889504752,0.577520320224762,86.58,86.58,SAM_rho_0.2,1
2,0.4876111782391866,0.4876111782391866,0.3991761307716369,89.77,89.77,SAM_rho_0.2,2
3,0.3855570129235585,0.3855570129235585,0.3415456794738769,90.59,90.59,SAM_rho_0.2,3
4,0.3407730872631073,0.3407730872631073,0.3096219644546509,91.6,91.6,SAM_rho_0.2,4
5,0.3121973836580912,0.3121973836580912,0.2865677909851074,92.13,92.13,SAM_rho_0.2,5
6,0.2902668796539306,0.2902668796539306,0.2686899353981018,92.7,92.7,SAM_rho_0.2,6
7,0.2724260632276535,0.2724260632276535,0.2544398544311523,92.94,92.94,SAM_rho_0.2,7
8,0.2575146666288376,0.2575146666288376,0.241727494430542,93.34,93.34,SAM_rho_0.2,8
9,0.2445851894219716,0.2445851894219716,0.2314911565780639,93.68,93.68,SAM_rho_0.2,9
10,0.2333311023553212,0.2333311023553212,0.2211159906387329,93.94,93.94,SAM_rho_0.2,10
