epoch,train_loss,loss,test_loss,test_acc,val_acc
1,1.1459091778437296,1.1459091778437296,0.5445236949920654,87.03,87.03
2,0.46954907218615216,0.46954907218615216,0.3879965878486633,89.49,89.49
3,0.37815092781384785,0.37815092781384785,0.3371248662948608,90.62,90.62
4,0.3382836506684621,0.3382836506684621,0.3091599639892578,91.37,91.37
5,0.3131465087413788,0.3131465087413788,0.29057181882858274,91.65,91.65
6,0.29461078278223674,0.29461078278223674,0.27408914947509766,92.08,92.08
7,0.2790637969811757,0.2790637969811757,0.2623820430278778,92.53,92.53
8,0.265983247534434,0.265983247534434,0.2520054627418518,92.91,92.91
9,0.25457985605398814,0.25457985605398814,0.24207917699813844,93.22,93.22
10,0.2440126324335734,0.2440126324335734,0.23238237538337708,93.46,93.46
