epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.2351254983584086,1.2351254983584086,0.5817157099723816,86.17,86.17,SAM_rho_0.2,1
2,0.4928916026433309,0.4928916026433309,0.4042584726333618,89.49,89.49,SAM_rho_0.2,2
3,0.3892706995169321,0.3892706995169321,0.3438454039573669,90.67,90.67,SAM_rho_0.2,3
4,0.3427778654575348,0.3427778654575348,0.3119780422210693,91.49,91.49,SAM_rho_0.2,4
5,0.313009254304568,0.313009254304568,0.2865959015846252,92.16,92.16,SAM_rho_0.2,5
6,0.2903518641630808,0.2903518641630808,0.2677921823501586,92.68,92.68,SAM_rho_0.2,6
7,0.2723306832313538,0.2723306832313538,0.2526448629379272,93.13,93.13,SAM_rho_0.2,7
8,0.2571190993309021,0.2571190993309021,0.240248336648941,93.38,93.38,SAM_rho_0.2,8
9,0.2438424303054809,0.2438424303054809,0.2286332793235778,93.66,93.66,SAM_rho_0.2,9
10,0.2324373968203862,0.2324373968203862,0.2182907603263855,94.0,94.0,SAM_rho_0.2,10
