epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.201097005303701,1.201097005303701,0.5678145524978637,86.78,86.78,SAM_rho_0.2,1
2,0.4856085212230682,0.4856085212230682,0.399750259399414,89.26,89.26,SAM_rho_0.2,2
3,0.3887292760848999,0.3887292760848999,0.3446325074195862,90.57,90.57,SAM_rho_0.2,3
4,0.3444115938663483,0.3444115938663483,0.3128684850692749,91.25,91.25,SAM_rho_0.2,4
5,0.3156501450856526,0.3156501450856526,0.2885134951591491,92.19,92.19,SAM_rho_0.2,5
6,0.2932373061656952,0.2932373061656952,0.2692180941581726,92.48,92.48,SAM_rho_0.2,6
7,0.2752918374697367,0.2752918374697367,0.2544333448410034,92.95,92.95,SAM_rho_0.2,7
8,0.2597242582162221,0.2597242582162221,0.2410466184616088,93.22,93.22,SAM_rho_0.2,8
9,0.2464574850002924,0.2464574850002924,0.2299310279846191,93.58,93.58,SAM_rho_0.2,9
10,0.2347531491200129,0.2347531491200129,0.2199602308750152,93.87,93.87,SAM_rho_0.2,10
