epoch,train_loss,loss,test_loss,test_acc,val_acc
1,1.2478331265767415,1.2478331265767415,0.5773799875259399,85.65,85.65
2,0.49185607374509177,0.49185607374509177,0.4005943256378174,89.39,89.39
3,0.3875487055460612,0.3875487055460612,0.3411515007019043,90.77,90.77
4,0.34179577228228253,0.34179577228228253,0.30836058616638184,91.42,91.42
5,0.3115334184805552,0.3115334184805552,0.2841887733459473,92.09,92.09
6,0.2892717922369639,0.2892717922369639,0.26733339972496034,92.59,92.59
7,0.2715642170270284,0.2715642170270284,0.25075150165557863,93.08,93.08
8,0.25637563876310987,0.25637563876310987,0.23777930002212525,93.37,93.37
9,0.24351141296227774,0.24351141296227774,0.22756728739738463,93.72,93.72
10,0.23233327781359356,0.23233327781359356,0.2177130819797516,93.95,93.95
