epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.134233633518219,1.134233633518219,0.5425734724998474,87.11,87.11,SAM_rho_0.02,1
2,0.4701014534314473,0.4701014534314473,0.3895093215942383,89.63,89.63,SAM_rho_0.02,2
3,0.379263783566157,0.379263783566157,0.3392493394851684,90.48,90.48,SAM_rho_0.02,3
4,0.3394336919784546,0.3394336919784546,0.3121274579048156,91.13,91.13,SAM_rho_0.02,4
5,0.3143601013024648,0.3143601013024648,0.2912127737045288,91.78,91.78,SAM_rho_0.02,5
6,0.2955589732408523,0.2955589732408523,0.2760336047172546,92.17,92.17,SAM_rho_0.02,6
7,0.280630646276474,0.280630646276474,0.2636257181167603,92.39,92.39,SAM_rho_0.02,7
8,0.2673233999808629,0.2673233999808629,0.2535843916416168,92.81,92.81,SAM_rho_0.02,8
9,0.2558316652536392,0.2558316652536392,0.2433261894702911,92.99,92.99,SAM_rho_0.02,9
10,0.2454489677508672,0.2454489677508672,0.2343562386512756,93.35,93.35,SAM_rho_0.02,10
