epoch,train_loss,loss,test_loss,test_acc,val_acc
1,1.1192219486554464,1.1192219486554464,0.5361585318565368,87.35,87.35
2,0.4679099585692088,0.4679099585692088,0.38966938600540163,89.62,89.62
3,0.38114245882034303,0.38114245882034303,0.33969278440475464,90.55,90.55
4,0.34229988447825116,0.34229988447825116,0.31156163091659544,91.34,91.34
5,0.3175105626742045,0.3175105626742045,0.2926665363311768,91.79,91.79
6,0.29893365480105083,0.29893365480105083,0.27843535084724425,92.17,92.17
7,0.28375379876295725,0.28375379876295725,0.26549379844665527,92.5,92.5
8,0.2702825177113215,0.2702825177113215,0.254702445268631,92.9,92.9
9,0.2586664501825968,0.2586664501825968,0.24463898754119873,93.14,93.14
10,0.24795357477664948,0.24795357477664948,0.23559358739852906,93.41,93.41
