epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,60.979520320892334,,469.0,,,,,False,128.0,128.0,2.2890185554504394,0.1747
2,eval,,,,,,,129.3104465007782,,938.0,,,,,False,128.0,128.0,2.234799253845215,0.2297
3,eval,,,,,,,195.1308035850525,,1407.0,,,,,False,128.0,128.0,2.182188087463379,0.2932
4,eval,,,,,,,258.939302444458,,1876.0,,,,,False,128.0,128.0,2.130904375457764,0.3646
5,eval,,,,,,,326.6754539012909,,2345.0,,,,,False,128.0,128.0,2.080489419937134,0.4309
6,eval,,,,,,,398.3355705738068,,2814.0,,,,,False,128.0,128.0,2.030782058525085,0.4851
7,eval,,,,,,,460.9193077087402,,3283.0,,,,,False,128.0,128.0,1.981774160003662,0.5271
8,eval,,,,,,,525.1560051441193,,3752.0,,,,,False,128.0,128.0,1.933122714805603,0.5637
9,eval,,,,,,,595.5852019786835,,4221.0,,,,,False,128.0,128.0,1.8849606285095213,0.5925
10,eval,,,,,,,664.5567710399628,,4690.0,,,,,False,128.0,128.0,1.837239722442627,0.6182
