epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,49.31834769248962,,469.0,,,,,False,128.0,128.0,2.185712268066406,0.2708
2,eval,,,,,,,98.50091290473938,,938.0,,,,,False,128.0,128.0,2.031229223060608,0.48
3,eval,,,,,,,149.9198861122131,,1407.0,,,,,False,128.0,128.0,1.883387256240845,0.6121
4,eval,,,,,,,201.22754430770877,,1876.0,,,,,False,128.0,128.0,1.7401493564605712,0.6806
5,eval,,,,,,,253.6615059375763,,2345.0,,,,,False,128.0,128.0,1.6018376256942748,0.726
6,eval,,,,,,,307.27734994888306,,2814.0,,,,,False,128.0,128.0,1.4699755729675292,0.7541
7,eval,,,,,,,362.6888229846954,,3283.0,,,,,False,128.0,128.0,1.3467341259002683,0.7744
8,eval,,,,,,,415.3515281677246,,3752.0,,,,,False,128.0,128.0,1.2330724912643432,0.7912
9,eval,,,,,,,467.58974385261536,,4221.0,,,,,False,128.0,128.0,1.1302399315834046,0.804
10,eval,,,,,,,519.5479054450989,,4690.0,,,,,False,128.0,128.0,1.038529111289978,0.8185
