epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,60.18907833099365,,469.0,,,,,False,128.0,128.0,2.194188724517822,0.2801
2,eval,,,,,,,122.7482089996338,,938.0,,,,,False,128.0,128.0,2.050137438583374,0.4631
3,eval,,,,,,,180.56939125061035,,1407.0,,,,,False,128.0,128.0,1.90765184173584,0.6039
4,eval,,,,,,,238.3255705833435,,1876.0,,,,,False,128.0,128.0,1.7665461894989014,0.6778
5,eval,,,,,,,305.67149353027344,,2345.0,,,,,False,128.0,128.0,1.628244048500061,0.7167
6,eval,,,,,,,369.0482375621796,,2814.0,,,,,False,128.0,128.0,1.494618162536621,0.7427
7,eval,,,,,,,433.8924748897553,,3283.0,,,,,False,128.0,128.0,1.3687849731445312,0.7648
8,eval,,,,,,,504.91728949546814,,3752.0,,,,,False,128.0,128.0,1.2522822067260742,0.7831
9,eval,,,,,,,575.8600988388062,,4221.0,,,,,False,128.0,128.0,1.147159273815155,0.7971
10,eval,,,,,,,655.0768265724182,,4690.0,,,,,False,128.0,128.0,1.053090522670746,0.8064
