epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,57.72446370124817,,469.0,,,,,False,128.0,128.0,2.302130344390869,0.1278
2,eval,,,,,,,125.06487655639648,,938.0,,,,,False,128.0,128.0,2.249465558242798,0.2069
3,eval,,,,,,,194.9090523719788,,1407.0,,,,,False,128.0,128.0,2.1981661712646483,0.2953
4,eval,,,,,,,257.833128452301,,1876.0,,,,,False,128.0,128.0,2.1479186634063723,0.3774
5,eval,,,,,,,309.92981028556824,,2345.0,,,,,False,128.0,128.0,2.098598315811157,0.4515
6,eval,,,,,,,361.74472546577454,,2814.0,,,,,False,128.0,128.0,2.049902386665344,0.5072
7,eval,,,,,,,413.5138342380524,,3283.0,,,,,False,128.0,128.0,2.0014147130966187,0.5495
8,eval,,,,,,,465.151447057724,,3752.0,,,,,False,128.0,128.0,1.953333456802368,0.5827
9,eval,,,,,,,525.8836667537689,,4221.0,,,,,False,128.0,128.0,1.9055668840408324,0.6113
10,eval,,,,,,,596.8282570838928,,4690.0,,,,,False,128.0,128.0,1.858165348434448,0.6355
