epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,17.946343183517456,,469.0,,,,,False,128.0,128.0,0.2889028140068054,0.9166
2,eval,,,,,,,35.80352973937988,,938.0,,,,,False,128.0,128.0,0.2323614110589027,0.9331
3,eval,,,,,,,73.63706755638123,,1407.0,,,,,False,128.0,128.0,0.192778894239664,0.9445
4,eval,,,,,,,139.8167519569397,,1876.0,,,,,False,128.0,128.0,0.1636516730189323,0.9528
5,eval,,,,,,,209.0293493270874,,2345.0,,,,,False,128.0,128.0,0.145791849720478,0.9571
6,eval,,,,,,,262.3541436195373,,2814.0,,,,,False,128.0,128.0,0.1307154590845108,0.9622
7,eval,,,,,,,313.5045530796051,,3283.0,,,,,False,128.0,128.0,0.1205986027181148,0.965
8,eval,,,,,,,366.1380627155304,,3752.0,,,,,False,128.0,128.0,0.1112701579481363,0.9671
9,eval,,,,,,,419.7780411243439,,4221.0,,,,,False,128.0,128.0,0.1056876008272171,0.9685
10,eval,,,,,,,475.2427215576172,,4690.0,,,,,False,128.0,128.0,0.0980272626444697,0.9699
