epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,46.1039092540741,,469.0,,,,,False,128.0,128.0,2.2354380935668945,0.1725
2,eval,,,,,,,99.50646758079527,,938.0,,,,,False,128.0,128.0,2.184622687149048,0.2498
3,eval,,,,,,,165.45847249031067,,1407.0,,,,,False,128.0,128.0,2.1346573093414305,0.3422
4,eval,,,,,,,228.79167103767395,,1876.0,,,,,False,128.0,128.0,2.085303974914551,0.437
5,eval,,,,,,,285.5428719520569,,2345.0,,,,,False,128.0,128.0,2.0362998136520387,0.5083
6,eval,,,,,,,346.49611139297485,,2814.0,,,,,False,128.0,128.0,1.987474772453308,0.5671
7,eval,,,,,,,414.0257661342621,,3283.0,,,,,False,128.0,128.0,1.9388520336151125,0.6138
8,eval,,,,,,,480.1764693260193,,3752.0,,,,,False,128.0,128.0,1.890576131248474,0.6469
9,eval,,,,,,,539.3188526630402,,4221.0,,,,,False,128.0,128.0,1.84264831905365,0.6747
10,eval,,,,,,,599.8882162570953,,4690.0,,,,,False,128.0,128.0,1.794929651260376,0.6948
