epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,18.71194887161255,,469.0,,,,,False,128.0,128.0,1.0102501190185549,0.8269
2,eval,,,,,,,37.12708187103272,,938.0,,,,,False,128.0,128.0,0.5659560548782349,0.8718
3,eval,,,,,,,55.99455213546753,,1407.0,,,,,False,128.0,128.0,0.4413419655323028,0.8881
4,eval,,,,,,,75.6211085319519,,1876.0,,,,,False,128.0,128.0,0.3864624895572662,0.8963
5,eval,,,,,,,95.30266404151917,,2345.0,,,,,False,128.0,128.0,0.3547747003078461,0.9039
6,eval,,,,,,,115.31689262390135,,2814.0,,,,,False,128.0,128.0,0.3337254865884781,0.9076
7,eval,,,,,,,135.4873926639557,,3283.0,,,,,False,128.0,128.0,0.3176832876682282,0.9112
8,eval,,,,,,,156.05871033668518,,3752.0,,,,,False,128.0,128.0,0.3057853065729141,0.9143
9,eval,,,,,,,176.52867126464844,,4221.0,,,,,False,128.0,128.0,0.2950698472499847,0.9181
10,eval,,,,,,,197.05591249465945,,4690.0,,,,,False,128.0,128.0,0.2865334582328796,0.9208
