epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,20.764285564422607,,469.0,,,,,False,128.0,128.0,0.2889028140068054,0.9166
2,eval,,,,,,,42.850398540496826,,938.0,,,,,False,128.0,128.0,0.2323614110589027,0.9331
3,eval,,,,,,,64.59093594551086,,1407.0,,,,,False,128.0,128.0,0.192778894239664,0.9445
4,eval,,,,,,,84.85327553749084,,1876.0,,,,,False,128.0,128.0,0.1636516730189323,0.9528
5,eval,,,,,,,108.5278058052063,,2345.0,,,,,False,128.0,128.0,0.145791849720478,0.9571
6,eval,,,,,,,132.36167168617249,,2814.0,,,,,False,128.0,128.0,0.1307154590845108,0.9622
7,eval,,,,,,,156.77955198287964,,3283.0,,,,,False,128.0,128.0,0.1205986027181148,0.965
8,eval,,,,,,,182.4518842697144,,3752.0,,,,,False,128.0,128.0,0.1112701579481363,0.9671
9,eval,,,,,,,208.68402814865112,,4221.0,,,,,False,128.0,128.0,0.1056876008272171,0.9685
10,eval,,,,,,,234.4492542743683,,4690.0,,,,,False,128.0,128.0,0.0980272626444697,0.9699
