epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,49.10937666893005,,469.0,,,,,False,128.0,128.0,2.182496376800537,0.2931
2,eval,,,,,,,96.85604619979858,,938.0,,,,,False,128.0,128.0,2.0310332061767578,0.4849
3,eval,,,,,,,148.28065395355225,,1407.0,,,,,False,128.0,128.0,1.885057078742981,0.5923
4,eval,,,,,,,200.5440182685852,,1876.0,,,,,False,128.0,128.0,1.74367645778656,0.6574
5,eval,,,,,,,253.08006930351257,,2345.0,,,,,False,128.0,128.0,1.607217533302307,0.6967
6,eval,,,,,,,306.3847272396088,,2814.0,,,,,False,128.0,128.0,1.4771907339096069,0.7307
7,eval,,,,,,,358.364590883255,,3283.0,,,,,False,128.0,128.0,1.3555555103302002,0.7557
8,eval,,,,,,,417.5335383415222,,3752.0,,,,,False,128.0,128.0,1.2430102386474609,0.7749
9,eval,,,,,,,488.7925548553467,,4221.0,,,,,False,128.0,128.0,1.140942873096466,0.7903
10,eval,,,,,,,566.1653687953949,,4690.0,,,,,False,128.0,128.0,1.0493866391181943,0.8045
