epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,49.68384075164795,,469.0,,,,,False,128.0,128.0,2.166469054412842,0.3063
2,eval,,,,,,,99.54317665100098,,938.0,,,,,False,128.0,128.0,2.023467194366455,0.4623
3,eval,,,,,,,151.65706300735474,,1407.0,,,,,False,128.0,128.0,1.8834975248336792,0.605
4,eval,,,,,,,204.58732199668884,,1876.0,,,,,False,128.0,128.0,1.7456535093307497,0.6737
5,eval,,,,,,,258.08649826049805,,2345.0,,,,,False,128.0,128.0,1.6100924654006958,0.7148
6,eval,,,,,,,312.45381712913513,,2814.0,,,,,False,128.0,128.0,1.4794682710647582,0.7453
7,eval,,,,,,,366.6976101398468,,3283.0,,,,,False,128.0,128.0,1.356223751449585,0.7698
8,eval,,,,,,,419.6271934509277,,3752.0,,,,,False,128.0,128.0,1.2417893102645874,0.7886
9,eval,,,,,,,471.7250912189484,,4221.0,,,,,False,128.0,128.0,1.1382325345039368,0.8023
10,eval,,,,,,,542.5778577327728,,4690.0,,,,,False,128.0,128.0,1.0458251218795775,0.8127
